store_id,sku_id,category,n_observations,sales_mean,sales_std,stockout_rate,promotion_rate,discount_levels,start_time,end_time
106,541,unknown,29,0.8275862068965517,0.5256944738181634,0.8275862068965517,0.3448275862068966,15,2024-03-28,2024-04-25
108,4,unknown,29,0.5517241379310345,0.6138989503023002,0.9310344827586207,0.7241379310344828,20,2024-03-28,2024-04-25
140,802,unknown,29,1.3206896551724137,0.49884102130039354,0.9310344827586207,0.4827586206896552,23,2024-03-28,2024-04-25
179,783,unknown,29,0.8793103448275862,0.38948620949805474,0.9310344827586207,0.6896551724137931,20,2024-03-28,2024-04-25
183,802,unknown,29,1.1551724137931034,0.5846770823629006,0.9655172413793104,0.4827586206896552,20,2024-03-28,2024-04-25
188,783,unknown,29,1.2689655172413792,0.4071709436341221,1.0,0.6896551724137931,20,2024-03-28,2024-04-25
189,802,unknown,29,0.6310344827586207,0.41584977393616396,1.0,0.4827586206896552,21,2024-03-28,2024-04-25
196,802,unknown,29,1.4724137931034484,0.6340890832660985,0.9655172413793104,0.4827586206896552,22,2024-03-28,2024-04-25
200,802,unknown,29,1.682758620689655,0.7991374660564804,0.9310344827586207,0.4827586206896552,20,2024-03-28,2024-04-25
211,802,unknown,29,2.024137931034483,0.8826320914554346,0.896551724137931,0.4827586206896552,27,2024-03-28,2024-04-25
212,802,unknown,29,1.1275862068965519,0.5202310968105136,0.9655172413793104,0.4827586206896552,22,2024-03-28,2024-04-25
274,802,unknown,29,1.0448275862068965,0.5539379844715419,0.9310344827586207,0.4827586206896552,20,2024-03-28,2024-04-25
29,410,unknown,29,0.3206896551724138,0.2664305194133676,0.7931034482758621,0.5172413793103449,11,2024-03-28,2024-04-25
29,802,unknown,29,1.0127586206896553,0.7089272406335613,0.9655172413793104,0.5517241379310345,23,2024-03-28,2024-04-25
33,268,unknown,29,0.3906896551724138,0.311768355336398,0.6551724137931034,0.9655172413793104,22,2024-03-28,2024-04-25
379,119,unknown,29,2.7344827586206897,1.4648929414975214,0.3448275862068966,1.0,13,2024-03-28,2024-04-25
402,11,unknown,29,0.6758620689655173,0.2681353235292544,0.7586206896551724,0.896551724137931,13,2024-03-28,2024-04-25
440,119,unknown,29,1.420689655172414,1.2973542611090212,0.20689655172413793,1.0,12,2024-03-28,2024-04-25
592,4,unknown,29,1.103448275862069,0.8321584492925996,0.4482758620689655,0.896551724137931,24,2024-03-28,2024-04-25
600,71,unknown,29,2.6413793103448273,0.8411375126998771,0.6206896551724138,0.9655172413793104,17,2024-03-28,2024-04-25
621,802,unknown,29,1.182758620689655,0.4743935719249827,1.0,0.4827586206896552,22,2024-03-28,2024-04-25
660,4,unknown,29,0.6931034482758621,0.42167271879195484,0.4482758620689655,0.8620689655172413,26,2024-03-28,2024-04-25
676,4,unknown,29,0.7275862068965517,0.6680978070634236,0.5862068965517241,0.9655172413793104,25,2024-03-28,2024-04-25
685,4,unknown,29,0.5310344827586208,0.5670118720575321,0.4827586206896552,0.9655172413793104,23,2024-03-28,2024-04-25
686,4,unknown,29,1.5931034482758621,0.9047221493296628,0.3103448275862069,0.9310344827586207,23,2024-03-28,2024-04-25
689,4,unknown,29,1.9000000000000001,1.6679756764242266,0.3793103448275862,0.9655172413793104,26,2024-03-28,2024-04-25
693,4,unknown,29,1.213793103448276,1.3040388189694778,0.4482758620689655,0.9655172413793104,20,2024-03-28,2024-04-25
719,541,unknown,29,0.7331034482758622,0.4797030588088238,0.7586206896551724,0.3448275862068966,15,2024-03-28,2024-04-25
781,802,unknown,29,1.920689655172414,0.9186089290508882,0.896551724137931,0.4827586206896552,22,2024-03-28,2024-04-25
813,541,unknown,29,1.0448275862068965,0.6097928259994488,0.8275862068965517,0.3448275862068966,15,2024-03-28,2024-04-25
835,4,unknown,29,0.5517241379310345,0.43063133856431607,0.7586206896551724,0.7241379310344828,20,2024-03-28,2024-04-25
