store_id,sku_id,category,n_observations,sales_mean,sales_std,sales_total,inventory_mean,stockout_rate,promotion_rate,markdown_mean,markdown_median,markdown_levels,start_time,end_time,interval_ok,complete_sequence,stockout_group,promotion_group,sales_group,markdown_group
100,222,unknown,97,0.49175257731958766,0.18295610988521238,47.7,2.2268041237113403,0.6185567010309279,0.17525773195876287,0.0,0.0,1,2024-03-28,2024-07-02,True,True,medium,medium,low,no_markdown
112,686,unknown,97,0.5484536082474227,0.2982984390889208,53.2,3.948453608247423,0.29896907216494845,0.5463917525773195,0.08569072107433044,0.09099999999999997,19,2024-03-28,2024-07-02,True,True,low,high,medium,mild_markdown
115,779,unknown,97,0.4398969072164949,0.19645554440594198,42.67,2.0412371134020617,0.711340206185567,0.0,0.0002577319587628868,0.0,2,2024-03-28,2024-07-02,True,True,high,none_or_very_low,low,no_markdown
117,316,unknown,97,0.8265979381443299,0.47792495618632896,80.18,1.9793814432989691,0.8144329896907216,0.29896907216494845,0.05626804124202925,0.0,25,2024-03-28,2024-07-02,True,True,high,medium,medium,mild_markdown
13,280,unknown,97,1.6528865979381444,0.7835947596957759,160.33,2.618556701030928,0.6804123711340206,0.0,0.00014432989690721663,0.0,2,2024-03-28,2024-07-02,True,True,high,none_or_very_low,high,no_markdown
132,223,unknown,97,1.0185567010309278,0.3545331134355954,98.8,2.1649484536082473,0.6082474226804123,0.845360824742268,0.14545360807045218,0.14900000000000002,27,2024-03-28,2024-07-02,True,True,medium,high,high,moderate_deep_markdown
140,633,unknown,97,0.5038144329896906,0.1876246435648906,48.87,5.43298969072165,0.31958762886597936,0.8969072164948454,0.1695360824742268,0.16900000000000004,21,2024-03-28,2024-07-02,True,True,low,high,low,moderate_deep_markdown
140,719,unknown,97,0.4443298969072165,0.17318647955608696,43.1,3.7731958762886597,0.26804123711340205,0.0,0.0017835051546391768,0.0,4,2024-03-28,2024-07-02,True,True,low,none_or_very_low,low,mild_markdown
147,717,unknown,97,0.40783505154639177,0.2163823140691595,39.56,4.412371134020619,0.4639175257731959,0.5670103092783505,0.07759839932451545,0.06000000000000005,12,2024-03-28,2024-07-02,True,True,low,high,low,mild_markdown
148,768,unknown,97,0.5804123711340206,0.7870884076849485,56.3,5.989690721649485,0.5773195876288659,0.041237113402061855,0.21063847665688426,0.271,21,2024-03-28,2024-07-02,True,True,medium,none_or_very_low,medium,moderate_deep_markdown
153,834,unknown,97,1.7463917525773196,1.00716825138501,169.4,5.103092783505154,0.3402061855670103,0.0,0.0026494845360824767,0.0,15,2024-03-28,2024-07-02,True,True,low,none_or_very_low,high,mild_markdown
155,300,unknown,97,4.4286597938144325,1.840218866549336,429.58,2.8350515463917527,0.5463917525773195,0.0,0.002226804123711342,0.0,14,2024-03-28,2024-07-02,True,True,medium,none_or_very_low,high,mild_markdown
160,677,unknown,97,0.4675257731958763,0.2555143135579487,45.35,2.381443298969072,0.5463917525773195,0.0,0.001969072164948453,0.0,2,2024-03-28,2024-07-02,True,True,medium,none_or_very_low,low,mild_markdown
161,631,unknown,97,0.6597938144329897,0.24808843929401514,64.0,2.5876288659793816,0.6391752577319587,0.24742268041237114,0.038185567010309285,0.008000000000000007,22,2024-03-28,2024-07-02,True,True,high,medium,medium,mild_markdown
166,310,unknown,97,0.4860824742268041,0.23884512372486857,47.15,3.3092783505154637,0.4948453608247423,0.0,0.0032680412371134037,0.0,12,2024-03-28,2024-07-02,True,True,low,none_or_very_low,low,mild_markdown
167,396,unknown,97,0.9460824742268041,0.44432663637668013,91.77,1.9484536082474226,0.7628865979381443,0.010309278350515464,0.0010927834166693936,0.0,3,2024-03-28,2024-07-02,True,True,high,none_or_very_low,high,mild_markdown
17,381,unknown,97,0.7639175257731958,0.5777444589036008,74.1,3.7628865979381443,0.6907216494845361,0.030927835051546393,0.02207173129701122,0.0,19,2024-03-28,2024-07-02,True,True,high,none_or_very_low,medium,mild_markdown
170,548,unknown,97,0.4258762886597938,0.195462872525916,41.31,2.195876288659794,0.6597938144329897,0.020618556701030927,0.02376288623416547,0.0,23,2024-03-28,2024-07-02,True,True,high,none_or_very_low,low,mild_markdown
172,76,unknown,97,1.5987628865979382,0.5236316646984921,155.08,2.8247422680412373,0.5876288659793815,0.6288659793814433,0.07607216464858695,0.118,11,2024-03-28,2024-07-02,True,True,medium,high,high,mild_markdown
173,6,unknown,97,0.9275257731958763,0.4915685585615937,89.97,3.0618556701030926,0.4845360824742268,0.711340206185567,0.21649484536082475,0.248,30,2024-03-28,2024-07-02,True,True,low,high,high,moderate_deep_markdown
173,810,unknown,97,1.3251546391752576,0.5590935994276471,128.54,2.4742268041237114,0.6804123711340206,0.27835051546391754,0.044958763043905045,0.0,14,2024-03-28,2024-07-02,True,True,high,medium,high,mild_markdown
177,691,unknown,97,3.420618556701031,1.3890897907390276,331.8,1.8556701030927836,0.5979381443298969,0.21649484536082475,0.04182474226804124,0.0,17,2024-03-28,2024-07-02,True,True,medium,medium,high,mild_markdown
18,452,unknown,97,0.42783505154639173,0.27679048485920005,41.5,4.22680412371134,0.27835051546391754,0.7010309278350515,0.06498969078555548,0.07699999999999996,31,2024-03-28,2024-07-02,True,True,low,high,low,mild_markdown
18,88,unknown,97,0.5463917525773195,0.3278915775038117,53.0,3.814432989690722,0.5567010309278351,0.08247422680412371,0.01640206185567011,0.0,9,2024-03-28,2024-07-02,True,True,medium,medium,medium,mild_markdown
181,793,unknown,97,0.49896907216494846,0.3012110435948609,48.4,2.4948453608247423,0.6804123711340206,0.1958762886597938,0.03376332055907889,0.0,26,2024-03-28,2024-07-02,True,True,high,medium,low,mild_markdown
182,140,unknown,97,0.8412371134020618,0.36163764591311676,81.6,3.195876288659794,0.5567010309278351,0.865979381443299,0.24288659803154541,0.241,29,2024-03-28,2024-07-02,True,True,medium,high,medium,moderate_deep_markdown
182,335,unknown,97,0.4852577319587629,0.32646813519694234,47.07,4.154639175257732,0.4845360824742268,0.5463917525773195,0.13730927782451982,0.1549999713897705,13,2024-03-28,2024-07-02,True,True,low,high,low,moderate_deep_markdown
182,4,unknown,97,5.4041237113402065,4.469174922123331,524.2,3.268041237113402,0.44329896907216493,0.3917525773195876,0.12970103092783505,0.121,68,2024-03-28,2024-07-02,True,True,low,medium,high,moderate_deep_markdown
183,108,unknown,97,0.4072164948453608,0.3129221890370713,39.5,4.381443298969073,0.4948453608247423,0.422680412371134,0.11812904843595838,0.017000000000000015,21,2024-03-28,2024-07-02,True,True,low,medium,low,moderate_deep_markdown
183,257,unknown,97,0.47773195876288665,0.25750204349771344,46.34,2.7010309278350517,0.5876288659793815,0.29896907216494845,0.08851658193352298,0.05400000000000005,39,2024-03-28,2024-07-02,True,True,medium,medium,low,mild_markdown
184,4,unknown,97,3.5494845360824745,3.3371995405123553,344.3,2.402061855670103,0.5876288659793815,0.3711340206185567,0.12092837653209254,0.12,71,2024-03-28,2024-07-02,True,True,medium,medium,high,moderate_deep_markdown
188,259,unknown,97,0.6237113402061856,0.28054010255379436,60.5,3.0412371134020617,0.6288659793814433,0.010309278350515464,0.0028865979381443303,0.0,4,2024-03-28,2024-07-02,True,True,medium,none_or_very_low,medium,mild_markdown
188,719,unknown,97,0.4345360824742268,0.19710414241036756,42.15,3.4948453608247423,0.3711340206185567,0.0,0.004536082474226808,0.0,6,2024-03-28,2024-07-02,True,True,low,none_or_very_low,low,mild_markdown
191,387,unknown,97,0.7670103092783506,0.36904201699708716,74.4,2.88659793814433,0.6185567010309279,0.2268041237113402,0.045072164948453605,0.0040000000000000036,20,2024-03-28,2024-07-02,True,True,medium,medium,medium,mild_markdown
191,686,unknown,97,0.42886597938144333,0.23494625399874167,41.6,2.4948453608247423,0.5051546391752577,0.5463917525773195,0.08739175235119061,0.09099999999999997,19,2024-03-28,2024-07-02,True,True,low,high,low,mild_markdown
194,515,unknown,97,0.720618556701031,0.2393298562000331,69.9,2.3608247422680413,0.6082474226804123,0.26804123711340205,0.08750515463917527,0.07099999999999995,34,2024-03-28,2024-07-02,True,True,medium,medium,medium,mild_markdown
194,580,unknown,97,2.6659793814432993,1.2464856094518084,258.6,4.412371134020619,0.2268041237113402,0.32989690721649484,0.04311340206185566,0.020000000000000018,47,2024-03-28,2024-07-02,True,True,low,medium,high,mild_markdown
199,429,unknown,97,0.44329896907216493,0.21742202457377555,43.0,2.329896907216495,0.5979381443298969,0.8041237113402062,0.0919980494066612,0.09999999999999998,40,2024-03-28,2024-07-02,True,True,medium,high,low,mild_markdown
20,166,unknown,97,1.549896907216495,0.5379968533933711,150.34,2.2371134020618557,0.6391752577319587,0.0,0.0002474226804123714,0.0,2,2024-03-28,2024-07-02,True,True,high,none_or_very_low,high,no_markdown
20,241,unknown,97,0.4511340206185567,0.2833169466658167,43.76,2.4329896907216493,0.5567010309278351,0.7628865979381443,0.19542268124314927,0.262,4,2024-03-28,2024-07-02,True,True,medium,high,low,moderate_deep_markdown
20,500,unknown,97,0.6975257731958763,0.5799623388057105,67.66,1.958762886597938,0.7422680412371134,0.7938144329896907,0.2104845365691431,0.18600000000000005,10,2024-03-28,2024-07-02,True,True,high,high,medium,moderate_deep_markdown
20,569,unknown,97,0.411340206185567,0.2277042529337643,39.9,2.4536082474226806,0.5773195876288659,0.20618556701030927,0.0375465727786428,0.0,26,2024-03-28,2024-07-02,True,True,medium,medium,low,mild_markdown
201,122,unknown,97,1.7722680412371135,1.1353335643789884,171.91,2.2371134020618557,0.5567010309278351,0.28865979381443296,0.06109278350515463,0.02200000000000002,32,2024-03-28,2024-07-02,True,True,medium,medium,high,mild_markdown
