sku_id,rows,mean_observed_sales,mean_recovered_demand,total_observed_sales,total_recovered_demand,mean_recovery_amount,share_rows_adjusted,aggregate_recovery_pct
102,194,1.961855670103093,2.1220920594465165,380.6,411.6858595326242,0.16023638934342377,0.32989690721649484,8.167593150978503
104,291,2.0388316151202748,2.1403661105881793,593.3,622.8465381811602,0.10153449546790444,0.27491408934707906,4.980033403195727
108,291,0.5584879725085911,0.7062428779277945,162.52,205.5166774769882,0.1477549054192035,0.42955326460481097,26.45623767966292
109,97,0.44577319587628866,0.5380902840483236,43.24,52.194757552687385,0.09231708817203488,0.3402061855670103,20.709430047843156
11,485,0.5942268041237113,0.7194350196897009,288.2,348.92598454950496,0.12520821556598966,0.49072164948453606,21.070778816622138
116,97,0.6241237113402062,0.7566960560126419,60.54,73.39951743322626,0.13257234467243573,0.5051546391752577,21.241356843783056
117,97,2.2288659793814434,2.4210917512097483,216.2,234.84589986734557,0.19222577182830483,0.3402061855670103,8.6243755168111
118,97,1.6564948453608248,1.917734877405265,160.68,186.0202831083107,0.26124003204444024,0.4536082474226804,15.77065167308358
119,97,2.2309278350515465,2.413110841758536,216.4,234.071751650578,0.18218300670698978,0.28865979381443296,8.166243831135844
12,97,0.4627835051546392,0.6040445249559296,44.89,58.59231892072518,0.14126101980129052,0.4742268041237113,30.52421234289413
122,194,1.304639175257732,1.4349485824238792,253.1,278.3800249902326,0.1303094071661474,0.36082474226804123,9.988156851138918
123,97,1.2864948453608247,1.501720104061499,124.79,145.6668500939654,0.2152252587006741,0.4845360824742268,16.729585779281496
127,194,0.5628865979381443,0.667689970244661,109.2,129.53185422746424,0.10480337230651667,0.4793814432989691,18.618914127714504
129,194,0.7092783505154638,0.7602916565519611,137.6,147.49658137108045,0.05101330603649716,0.12886597938144329,7.19228297316894
132,97,1.2024742268041237,1.407274742573387,116.64,136.50565002961852,0.20480051576926317,0.4948453608247423,17.031592960921227
133,97,0.47113402061855675,0.5682527701238406,45.7,55.12051870201254,0.09711874950528392,0.422680412371134,20.613826481427864
134,97,0.48247422680412366,0.6654195761584872,46.8,64.54569888737326,0.18294534935436357,0.5051546391752577,37.91816001575485
135,97,0.47216494845360824,0.592006918503499,45.8,57.4246710948394,0.11984197004989072,0.4536082474226804,25.381377936330573
136,97,0.5649484536082474,0.6833065471311793,54.800000000000004,66.2807350717244,0.11835809352293185,0.4329896907216495,20.95024648124888
138,97,0.46185567010309275,0.586350865807452,44.8,56.87603398332285,0.1244951957043593,0.5257731958762887,26.955432998488504
140,291,0.665979381443299,0.8170551019057064,193.8,237.76303465456056,0.15107572046240744,0.47079037800687284,22.684744403798017
