date,store_id,product_id,scenario_id,calibration_mode,reward_mode,markdown_rate,selling_price,predicted_demand,sales,inventory_before,inventory_after,expired_units,cumulative_sales,cumulative_waste,cumulative_revenue,cumulative_procurement_cost,cumulative_disposal_cost,accounting_profit,raw_financial_step,waste_rate,sell_through_rate,stockout_flag,extrapolation_flag,weak_support_flag,promotion_context_mode,step_conservation_error,profit_identity_error,remaining_life_profile,terminal_inventory,terminal_salvage_value,episode_return,normalized_accounting_profit,final_waste_rate,final_sell_through_rate,episode_conservation_error,raw_financial_sum_error,split,policy,action,reward,nonfinite_observation,nonfinite_reward,start_date
2024-05-02,13,280,core_008,observed_calibration,financial,0.0,1.0,1.4652407582442222,0.870220204651049,0.870220204651049,0.0,0.0,4.0165254237288135,0.0,4.0165254237288135,2.2090889830508478,0.0,1.8074364406779655,0.870220204651049,0.0,1.0,True,False,False,derived_from_action,0.0,2.220446049250313e-16,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.44999999999999984,0.44999999999999984,0.0,1.0,0.0,0.0,train,always_0pct,0,0.21665995178568156,False,False,2024-04-30
2024-05-02,13,280,core_008,observed_calibration,financial,0.1,0.9,1.5378454663561678,0.678517812020028,0.678517812020028,0.0,0.0,4.0165254237288135,0.0,3.614872881355932,2.2090889830508478,0.0,1.405783898305084,0.6106660308180253,0.0,1.0,True,False,False,derived_from_action,0.0,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.34999999999999987,0.34999999999999987,0.0,1.0,0.0,0.0,train,always_10pct,2,0.15203838302885744,False,False,2024-04-30
2024-05-02,13,280,core_008,observed_calibration,financial,0.2,0.8,1.5356560221910502,0.6992947914692952,0.6992947914692952,0.0,0.0,4.0165254237288135,0.0,3.2132203389830507,2.2090889830508478,0.0,1.004131355932203,0.5594358331754362,0.0,1.0,True,False,False,derived_from_action,0.0,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.24999999999999994,0.2499999999999999,0.0,1.0,0.0,0.0,train,always_20pct,3,0.13928352846228817,False,False,2024-04-30
2024-05-01,13,280,core_008,observed_calibration,financial,0.4,0.6,2.7700710692794717,1.374927007713885,1.374927007713885,0.0,0.0,4.0165254237288135,0.0,2.409915254237288,2.2090889830508478,0.0,0.20082627118644025,0.8249562046283311,0.0,1.0,True,False,False,derived_from_action,0.0,1.1102230246251565e-16,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.04999999999999988,0.04999999999999989,0.0,1.0,0.0,0.0,train,always_40pct,5,0.20539050985577184,False,False,2024-04-30
2024-05-02,13,280,core_008,observed_calibration,financial,0.0,1.0,1.4652448873248276,0.3807719938996722,0.3807719938996722,0.0,0.0,4.0165254237288135,0.0,3.090076566030798,2.2090889830508478,0.0,0.8809875829799506,0.3807719938996722,0.0,1.0,True,False,False,derived_from_action,0.0,3.3306690738754696e-16,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.2193407211554682,0.21934072115546824,0.0,1.0,0.0,0.0,train,random_policy,0,0.09480134039489677,False,False,2024-04-30
2024-05-02,13,280,core_008,observed_calibration,financial,0.05,0.95,1.5487345361807692,0.7031373999782328,0.7031373999782328,0.0,0.0,4.0165254237288135,0.0,3.815699152542372,2.2090889830508478,0.0,1.6066101694915245,0.6679805299793211,0.0,1.0,True,False,False,derived_from_action,0.0,2.220446049250313e-16,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.39999999999999974,0.39999999999999974,0.0,1.0,0.0,0.0,train,expiry_threshold_rule,1,0.1663080547263633,False,False,2024-04-30
2024-05-02,13,280,core_008,observed_calibration,financial,0.0,1.0,1.4652407582442222,0.678517812020028,0.678517812020028,0.0,0.0,4.0165254237288135,0.0,3.6827246625579346,2.2090889830508478,0.0,1.4736356795070868,0.678517812020028,0.0,1.0,True,False,False,derived_from_action,0.0,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.3668931536698729,0.36689315366987285,0.0,1.0,0.0,0.0,train,inventory_coverage_rule,0,0.16893153669873048,False,False,2024-04-30
2024-05-02,13,280,core_008,observed_calibration,sustainability,0.0,1.0,1.4652407582442222,0.870220204651049,0.870220204651049,0.0,0.0,4.0165254237288135,0.0,4.0165254237288135,2.2090889830508478,0.0,1.8074364406779655,0.870220204651049,0.0,1.0,True,False,False,derived_from_action,0.0,2.220446049250313e-16,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.44999999999999984,0.44999999999999984,0.0,1.0,0.0,0.0,train,always_0pct,0,0.21665995178568156,False,False,2024-04-30
2024-05-02,13,280,core_008,observed_calibration,sustainability,0.1,0.9,1.5378454663561678,0.678517812020028,0.678517812020028,0.0,0.0,4.0165254237288135,0.0,3.614872881355932,2.2090889830508478,0.0,1.405783898305084,0.6106660308180253,0.0,1.0,True,False,False,derived_from_action,0.0,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.34999999999999987,0.34999999999999987,0.0,1.0,0.0,0.0,train,always_10pct,2,0.15203838302885744,False,False,2024-04-30
2024-05-02,13,280,core_008,observed_calibration,sustainability,0.2,0.8,1.5356560221910502,0.6992947914692952,0.6992947914692952,0.0,0.0,4.0165254237288135,0.0,3.2132203389830507,2.2090889830508478,0.0,1.004131355932203,0.5594358331754362,0.0,1.0,True,False,False,derived_from_action,0.0,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.24999999999999994,0.2499999999999999,0.0,1.0,0.0,0.0,train,always_20pct,3,0.13928352846228817,False,False,2024-04-30
