store_id,rows,mean_observed_sales,mean_recovered_demand,total_observed_sales,total_recovered_demand,mean_recovery_amount,share_rows_adjusted,aggregate_recovery_pct
100,97,0.49175257731958766,0.5998816178340068,47.7,58.18851692989867,0.10812904051441927,0.4742268041237113,21.988505094127177
112,97,0.5484536082474227,0.6064648831753745,53.2,58.82709366801133,0.05801127492795183,0.24742268041237114,10.577243736863394
115,97,0.4398969072164949,0.5730561334499493,42.67,55.58644494464509,0.13315922623345447,0.5257731958762887,30.270552952062534
117,97,0.8265979381443299,0.9951682426171138,80.18,96.53131953386004,0.1685703044727839,0.4639175257731959,20.39326457203796
13,97,1.6528865979381444,1.7826419770649269,160.33,172.9162717752979,0.1297553791267826,0.31958762886597936,7.850228762738043
132,97,1.0185567010309278,1.1824050699933015,98.8,114.69329178935025,0.16384836896237367,0.44329896907216493,16.08632772201444
140,194,0.4740721649484536,0.5273904727836837,91.97,102.31375172003463,0.053318307835230026,0.25257731958762886,11.246875850858572
147,97,0.40783505154639177,0.5129187139978334,39.56,49.75311525778984,0.10508366245144164,0.41237113402061853,25.766216526263474
148,97,0.5804123711340206,0.7942243790659843,56.3,77.03976476940048,0.21381200793196362,0.38144329896907214,36.837948080640295
153,97,1.7463917525773196,1.854736732381801,169.4,179.90946304103468,0.10834497980448142,0.15463917525773196,6.2039333182022816
155,97,4.4286597938144325,4.550911787104032,429.58,441.4384433490911,0.1222519932895988,0.15463917525773196,2.7604737997791062
160,97,0.4675257731958763,0.5955302877079146,45.35,57.766437907667715,0.1280045145120383,0.44329896907216493,27.379135408308073
161,97,0.6597938144329897,0.7787459372984392,64.0,75.5383559179486,0.11895212286544958,0.4639175257731959,18.028681121794698
166,97,0.4860824742268041,0.587765896141565,47.15,57.013291925731814,0.10168342191476094,0.4020618556701031,20.918964847787525
167,97,0.9460824742268041,1.2179094439481801,91.77,118.13721606297347,0.271826969721376,0.5773195876288659,28.73184707744738
17,97,0.7639175257731958,0.9027819315617832,74.1,87.56984736149298,0.13886440578858733,0.3711340206185567,18.177931661933844
